"","precision0_dev","recall0_dev","f1_score0_dev","precision1_dev","recall1_dev","f1_score1_dev","accuracy_dev","precision0_testing","recall0_testing","f1_score0_testing","precision1_testing","recall1_testing","f1_score1_testing","accuracy_testing"
"100",0.885,0.917098445595855,0.900763358778626,0.849056603773585,0.79646017699115,0.821917808219178,0.872549019607843,0.844311377245509,0.972413793103448,0.903846153846154,0.906976744186046,0.6,0.722222222222222,0.857142857142857
"200",0.871287128712871,0.911917098445596,0.891139240506329,0.836538461538462,0.769911504424779,0.80184331797235,0.859477124183007,0.823529411764706,0.96551724137931,0.888888888888889,0.875,0.538461538461538,0.666666666666667,0.833333333333333
"300",0.890547263681592,0.927461139896373,0.908629441624365,0.866666666666667,0.805309734513274,0.834862385321101,0.882352941176471,0.851851851851852,0.951724137931034,0.899022801302932,0.854166666666667,0.630769230769231,0.725663716814159,0.852380952380952
"400",0.886138613861386,0.927461139896373,0.906329113924051,0.865384615384615,0.79646017699115,0.829493087557604,0.879084967320261,0.834319526627219,0.972413793103448,0.898089171974522,0.902439024390244,0.569230769230769,0.69811320754717,0.847619047619048
"500",0.886699507389163,0.932642487046632,0.909090909090909,0.87378640776699,0.79646017699115,0.833333333333333,0.882352941176471,0.835365853658537,0.944827586206897,0.886731391585761,0.826086956521739,0.584615384615385,0.684684684684685,0.833333333333333
"600",0.891089108910891,0.932642487046632,0.911392405063291,0.875,0.805309734513274,0.838709677419355,0.88562091503268,0.848484848484849,0.96551724137931,0.903225806451613,0.888888888888889,0.615384615384615,0.727272727272727,0.857142857142857
"700",0.891089108910891,0.932642487046632,0.911392405063291,0.875,0.805309734513274,0.838709677419355,0.88562091503268,0.854545454545454,0.972413793103448,0.909677419354839,0.911111111111111,0.630769230769231,0.745454545454545,0.866666666666667
"800",0.900990099009901,0.94300518134715,0.921518987341772,0.894230769230769,0.823008849557522,0.857142857142857,0.898692810457516,0.858895705521472,0.96551724137931,0.909090909090909,0.893617021276596,0.646153846153846,0.75,0.866666666666667
"900",0.905940594059406,0.948186528497409,0.926582278481013,0.903846153846154,0.831858407079646,0.866359447004608,0.905228758169935,0.852760736196319,0.958620689655172,0.902597402597403,0.872340425531915,0.630769230769231,0.732142857142857,0.857142857142857
"1000",0.901960784313726,0.953367875647668,0.926952141057934,0.911764705882353,0.823008849557522,0.865116279069767,0.905228758169935,0.853658536585366,0.96551724137931,0.906148867313916,0.891304347826087,0.630769230769231,0.738738738738739,0.861904761904762
"1100",0.901477832512315,0.948186528497409,0.924242424242424,0.902912621359223,0.823008849557522,0.861111111111111,0.901960784313726,0.844311377245509,0.972413793103448,0.903846153846154,0.906976744186046,0.6,0.722222222222222,0.857142857142857
"1200",0.905,0.937823834196891,0.921119592875318,0.886792452830189,0.831858407079646,0.858447488584475,0.898692810457516,0.849397590361446,0.972413793103448,0.906752411575563,0.909090909090909,0.615384615384615,0.73394495412844,0.861904761904762
"1300",0.909090909090909,0.932642487046632,0.920716112531969,0.87962962962963,0.84070796460177,0.85972850678733,0.898692810457516,0.858895705521472,0.96551724137931,0.909090909090909,0.893617021276596,0.646153846153846,0.75,0.866666666666667
"1400",0.909090909090909,0.932642487046632,0.920716112531969,0.87962962962963,0.84070796460177,0.85972850678733,0.898692810457516,0.858895705521472,0.96551724137931,0.909090909090909,0.893617021276596,0.646153846153846,0.75,0.866666666666667
"1500",0.904040404040404,0.927461139896373,0.915601023017903,0.87037037037037,0.831858407079646,0.850678733031674,0.892156862745098,0.852760736196319,0.958620689655172,0.902597402597403,0.872340425531915,0.630769230769231,0.732142857142857,0.857142857142857
"1600",0.900497512437811,0.937823834196891,0.918781725888325,0.885714285714286,0.823008849557522,0.853211009174312,0.895424836601307,0.86875,0.958620689655172,0.911475409836066,0.88,0.676923076923077,0.765217391304348,0.871428571428571
"1700",0.900497512437811,0.937823834196891,0.918781725888325,0.885714285714286,0.823008849557522,0.853211009174312,0.895424836601307,0.865030674846626,0.972413793103448,0.915584415584416,0.914893617021277,0.661538461538462,0.767857142857143,0.876190476190476
"1800",0.900990099009901,0.94300518134715,0.921518987341772,0.894230769230769,0.823008849557522,0.857142857142857,0.898692810457516,0.858895705521472,0.96551724137931,0.909090909090909,0.893617021276596,0.646153846153846,0.75,0.866666666666667
"1900",0.900990099009901,0.94300518134715,0.921518987341772,0.894230769230769,0.823008849557522,0.857142857142857,0.898692810457516,0.858895705521472,0.96551724137931,0.909090909090909,0.893617021276596,0.646153846153846,0.75,0.866666666666667
"2000",0.896551724137931,0.94300518134715,0.919191919191919,0.893203883495146,0.814159292035398,0.851851851851852,0.895424836601307,0.853658536585366,0.96551724137931,0.906148867313916,0.891304347826087,0.630769230769231,0.738738738738739,0.861904761904762
"2100",0.900990099009901,0.94300518134715,0.921518987341772,0.894230769230769,0.823008849557522,0.857142857142857,0.898692810457516,0.853658536585366,0.96551724137931,0.906148867313916,0.891304347826087,0.630769230769231,0.738738738738739,0.861904761904762
"2200",0.896551724137931,0.94300518134715,0.919191919191919,0.893203883495146,0.814159292035398,0.851851851851852,0.895424836601307,0.858895705521472,0.96551724137931,0.909090909090909,0.893617021276596,0.646153846153846,0.75,0.866666666666667
"2300",0.896039603960396,0.937823834196891,0.916455696202532,0.884615384615385,0.814159292035398,0.847926267281106,0.892156862745098,0.858895705521472,0.96551724137931,0.909090909090909,0.893617021276596,0.646153846153846,0.75,0.866666666666667
"2400",0.891625615763547,0.937823834196891,0.914141414141414,0.883495145631068,0.805309734513274,0.842592592592593,0.888888888888889,0.859756097560976,0.972413793103448,0.912621359223301,0.91304347826087,0.646153846153846,0.756756756756757,0.871428571428571
"2500",0.900990099009901,0.94300518134715,0.921518987341772,0.894230769230769,0.823008849557522,0.857142857142857,0.898692810457516,0.859756097560976,0.972413793103448,0.912621359223301,0.91304347826087,0.646153846153846,0.756756756756757,0.871428571428571
"2600",0.900990099009901,0.94300518134715,0.921518987341772,0.894230769230769,0.823008849557522,0.857142857142857,0.898692810457516,0.859756097560976,0.972413793103448,0.912621359223301,0.91304347826087,0.646153846153846,0.756756756756757,0.871428571428571
"2700",0.900990099009901,0.94300518134715,0.921518987341772,0.894230769230769,0.823008849557522,0.857142857142857,0.898692810457516,0.859756097560976,0.972413793103448,0.912621359223301,0.91304347826087,0.646153846153846,0.756756756756757,0.871428571428571
"2800",0.896551724137931,0.94300518134715,0.919191919191919,0.893203883495146,0.814159292035398,0.851851851851852,0.895424836601307,0.849397590361446,0.972413793103448,0.906752411575563,0.909090909090909,0.615384615384615,0.73394495412844,0.861904761904762
"2900",0.896551724137931,0.94300518134715,0.919191919191919,0.893203883495146,0.814159292035398,0.851851851851852,0.895424836601307,0.849397590361446,0.972413793103448,0.906752411575563,0.909090909090909,0.615384615384615,0.73394495412844,0.861904761904762
"3000",0.896551724137931,0.94300518134715,0.919191919191919,0.893203883495146,0.814159292035398,0.851851851851852,0.895424836601307,0.848484848484849,0.96551724137931,0.903225806451613,0.888888888888889,0.615384615384615,0.727272727272727,0.857142857142857
"3100",0.892156862745098,0.94300518134715,0.916876574307305,0.892156862745098,0.805309734513274,0.846511627906977,0.892156862745098,0.853658536585366,0.96551724137931,0.906148867313916,0.891304347826087,0.630769230769231,0.738738738738739,0.861904761904762
"3200",0.892682926829268,0.948186528497409,0.919597989949749,0.900990099009901,0.805309734513274,0.850467289719626,0.895424836601307,0.848484848484849,0.96551724137931,0.903225806451613,0.888888888888889,0.615384615384615,0.727272727272727,0.857142857142857
"3300",0.901477832512315,0.948186528497409,0.924242424242424,0.902912621359223,0.823008849557522,0.861111111111111,0.901960784313726,0.848484848484849,0.96551724137931,0.903225806451613,0.888888888888889,0.615384615384615,0.727272727272727,0.857142857142857
"3400",0.888349514563107,0.948186528497409,0.917293233082707,0.9,0.79646017699115,0.845070422535211,0.892156862745098,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"3500",0.88780487804878,0.94300518134715,0.914572864321608,0.891089108910891,0.79646017699115,0.841121495327103,0.888888888888889,0.834319526627219,0.972413793103448,0.898089171974522,0.902439024390244,0.569230769230769,0.69811320754717,0.847619047619048
"3600",0.888349514563107,0.948186528497409,0.917293233082707,0.9,0.79646017699115,0.845070422535211,0.892156862745098,0.834319526627219,0.972413793103448,0.898089171974522,0.902439024390244,0.569230769230769,0.69811320754717,0.847619047619048
"3700",0.892682926829268,0.948186528497409,0.919597989949749,0.900990099009901,0.805309734513274,0.850467289719626,0.895424836601307,0.834319526627219,0.972413793103448,0.898089171974522,0.902439024390244,0.569230769230769,0.69811320754717,0.847619047619048
"3800",0.892682926829268,0.948186528497409,0.919597989949749,0.900990099009901,0.805309734513274,0.850467289719626,0.895424836601307,0.829411764705882,0.972413793103448,0.895238095238095,0.9,0.553846153846154,0.685714285714286,0.842857142857143
"3900",0.892682926829268,0.948186528497409,0.919597989949749,0.900990099009901,0.805309734513274,0.850467289719626,0.895424836601307,0.829411764705882,0.972413793103448,0.895238095238095,0.9,0.553846153846154,0.685714285714286,0.842857142857143
"4000",0.892682926829268,0.948186528497409,0.919597989949749,0.900990099009901,0.805309734513274,0.850467289719626,0.895424836601307,0.829411764705882,0.972413793103448,0.895238095238095,0.9,0.553846153846154,0.685714285714286,0.842857142857143
