"","precision0_dev","recall0_dev","f1_score0_dev","precision1_dev","recall1_dev","f1_score1_dev","accuracy_dev","precision0_testing","recall0_testing","f1_score0_testing","precision1_testing","recall1_testing","f1_score1_testing","accuracy_testing"
"100_3",0.865671641791045,0.901554404145078,0.883248730964467,0.819047619047619,0.761061946902655,0.788990825688073,0.849673202614379,0.858024691358025,0.958620689655172,0.905537459283388,0.875,0.646153846153846,0.743362831858407,0.861904761904762
"200_3",0.87,0.901554404145078,0.885496183206107,0.820754716981132,0.769911504424779,0.794520547945206,0.852941176470588,0.847560975609756,0.958620689655172,0.899676375404531,0.869565217391304,0.615384615384615,0.720720720720721,0.852380952380952
"300_3",0.856435643564356,0.896373056994819,0.875949367088608,0.807692307692308,0.743362831858407,0.774193548387097,0.839869281045752,0.853658536585366,0.96551724137931,0.906148867313916,0.891304347826087,0.630769230769231,0.738738738738739,0.861904761904762
"400_3",0.857142857142857,0.901554404145078,0.878787878787879,0.815533980582524,0.743362831858407,0.777777777777778,0.843137254901961,0.853658536585366,0.96551724137931,0.906148867313916,0.891304347826087,0.630769230769231,0.738738738738739,0.861904761904762
"500_3",0.857142857142857,0.901554404145078,0.878787878787879,0.815533980582524,0.743362831858407,0.777777777777778,0.843137254901961,0.847560975609756,0.958620689655172,0.899676375404531,0.869565217391304,0.615384615384615,0.720720720720721,0.852380952380952
"600_3",0.851485148514851,0.89119170984456,0.870886075949367,0.798076923076923,0.734513274336283,0.764976958525346,0.833333333333333,0.842424242424242,0.958620689655172,0.896774193548387,0.866666666666667,0.6,0.709090909090909,0.847619047619048
"700_3",0.857142857142857,0.901554404145078,0.878787878787879,0.815533980582524,0.743362831858407,0.777777777777778,0.843137254901961,0.849397590361446,0.972413793103448,0.906752411575563,0.909090909090909,0.615384615384615,0.73394495412844,0.861904761904762
"800_3",0.848780487804878,0.901554404145078,0.874371859296482,0.811881188118812,0.725663716814159,0.766355140186916,0.836601307189543,0.843373493975904,0.96551724137931,0.90032154340836,0.886363636363636,0.6,0.715596330275229,0.852380952380952
"900_3",0.852941176470588,0.901554404145078,0.876574307304786,0.813725490196078,0.734513274336283,0.772093023255814,0.839869281045752,0.843373493975904,0.96551724137931,0.90032154340836,0.886363636363636,0.6,0.715596330275229,0.852380952380952
"1000_3",0.856435643564356,0.896373056994819,0.875949367088608,0.807692307692308,0.743362831858407,0.774193548387097,0.839869281045752,0.828402366863905,0.96551724137931,0.89171974522293,0.878048780487805,0.553846153846154,0.679245283018868,0.838095238095238
"1100_3",0.852216748768473,0.896373056994819,0.873737373737374,0.805825242718447,0.734513274336283,0.768518518518518,0.836601307189543,0.852760736196319,0.958620689655172,0.902597402597403,0.872340425531915,0.630769230769231,0.732142857142857,0.857142857142857
"1200_3",0.848039215686274,0.896373056994819,0.871536523929471,0.803921568627451,0.725663716814159,0.762790697674419,0.833333333333333,0.833333333333333,0.96551724137931,0.894568690095847,0.880952380952381,0.569230769230769,0.691588785046729,0.842857142857143
"1300_3",0.848780487804878,0.901554404145078,0.874371859296482,0.811881188118812,0.725663716814159,0.766355140186916,0.836601307189543,0.828402366863905,0.96551724137931,0.89171974522293,0.878048780487805,0.553846153846154,0.679245283018868,0.838095238095238
"1400_3",0.851485148514851,0.89119170984456,0.870886075949367,0.798076923076923,0.734513274336283,0.764976958525346,0.833333333333333,0.833333333333333,0.96551724137931,0.894568690095847,0.880952380952381,0.569230769230769,0.691588785046729,0.842857142857143
"1500_3",0.847290640394089,0.89119170984456,0.868686868686869,0.796116504854369,0.725663716814159,0.759259259259259,0.830065359477124,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"1600_3",0.852216748768473,0.896373056994819,0.873737373737374,0.805825242718447,0.734513274336283,0.768518518518518,0.836601307189543,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"1700_3",0.852216748768473,0.896373056994819,0.873737373737374,0.805825242718447,0.734513274336283,0.768518518518518,0.836601307189543,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"1800_3",0.857142857142857,0.901554404145078,0.878787878787879,0.815533980582524,0.743362831858407,0.777777777777778,0.843137254901961,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"1900_3",0.852216748768473,0.896373056994819,0.873737373737374,0.805825242718447,0.734513274336283,0.768518518518518,0.836601307189543,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"2000_3",0.848780487804878,0.901554404145078,0.874371859296482,0.811881188118812,0.725663716814159,0.766355140186916,0.836601307189543,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"2100_3",0.848780487804878,0.901554404145078,0.874371859296482,0.811881188118812,0.725663716814159,0.766355140186916,0.836601307189543,0.828402366863905,0.96551724137931,0.89171974522293,0.878048780487805,0.553846153846154,0.679245283018868,0.838095238095238
"2200_3",0.848039215686274,0.896373056994819,0.871536523929471,0.803921568627451,0.725663716814159,0.762790697674419,0.833333333333333,0.828402366863905,0.96551724137931,0.89171974522293,0.878048780487805,0.553846153846154,0.679245283018868,0.838095238095238
"2300_3",0.848039215686274,0.896373056994819,0.871536523929471,0.803921568627451,0.725663716814159,0.762790697674419,0.833333333333333,0.833333333333333,0.96551724137931,0.894568690095847,0.880952380952381,0.569230769230769,0.691588785046729,0.842857142857143
"2400_3",0.852216748768473,0.896373056994819,0.873737373737374,0.805825242718447,0.734513274336283,0.768518518518518,0.836601307189543,0.828402366863905,0.96551724137931,0.89171974522293,0.878048780487805,0.553846153846154,0.679245283018868,0.838095238095238
"2500_3",0.848039215686274,0.896373056994819,0.871536523929471,0.803921568627451,0.725663716814159,0.762790697674419,0.833333333333333,0.818713450292398,0.96551724137931,0.886075949367089,0.871794871794872,0.523076923076923,0.653846153846154,0.828571428571429
"2600_3",0.848780487804878,0.901554404145078,0.874371859296482,0.811881188118812,0.725663716814159,0.766355140186916,0.836601307189543,0.833333333333333,0.96551724137931,0.894568690095847,0.880952380952381,0.569230769230769,0.691588785046729,0.842857142857143
"2700_3",0.847290640394089,0.89119170984456,0.868686868686869,0.796116504854369,0.725663716814159,0.759259259259259,0.830065359477124,0.833333333333333,0.96551724137931,0.894568690095847,0.880952380952381,0.569230769230769,0.691588785046729,0.842857142857143
"2800_3",0.851485148514851,0.89119170984456,0.870886075949367,0.798076923076923,0.734513274336283,0.764976958525346,0.833333333333333,0.833333333333333,0.96551724137931,0.894568690095847,0.880952380952381,0.569230769230769,0.691588785046729,0.842857142857143
"2900_3",0.849514563106796,0.906735751295337,0.87719298245614,0.82,0.725663716814159,0.769953051643192,0.839869281045752,0.813953488372093,0.96551724137931,0.883280757097792,0.868421052631579,0.507692307692308,0.640776699029126,0.823809523809524
"3000_3",0.847290640394089,0.89119170984456,0.868686868686869,0.796116504854369,0.725663716814159,0.759259259259259,0.830065359477124,0.833333333333333,0.96551724137931,0.894568690095847,0.880952380952381,0.569230769230769,0.691588785046729,0.842857142857143
"3100_3",0.848039215686274,0.896373056994819,0.871536523929471,0.803921568627451,0.725663716814159,0.762790697674419,0.833333333333333,0.833333333333333,0.96551724137931,0.894568690095847,0.880952380952381,0.569230769230769,0.691588785046729,0.842857142857143
"3200_3",0.853658536585366,0.906735751295337,0.879396984924623,0.821782178217822,0.734513274336283,0.775700934579439,0.843137254901961,0.809248554913295,0.96551724137931,0.880503144654088,0.864864864864865,0.492307692307692,0.627450980392157,0.819047619047619
"3300_3",0.848780487804878,0.901554404145078,0.874371859296482,0.811881188118812,0.725663716814159,0.766355140186916,0.836601307189543,0.833333333333333,0.96551724137931,0.894568690095847,0.880952380952381,0.569230769230769,0.691588785046729,0.842857142857143
"3400_3",0.848039215686274,0.896373056994819,0.871536523929471,0.803921568627451,0.725663716814159,0.762790697674419,0.833333333333333,0.818713450292398,0.96551724137931,0.886075949367089,0.871794871794872,0.523076923076923,0.653846153846154,0.828571428571429
"3500_3",0.847290640394089,0.89119170984456,0.868686868686869,0.796116504854369,0.725663716814159,0.759259259259259,0.830065359477124,0.828402366863905,0.96551724137931,0.89171974522293,0.878048780487805,0.553846153846154,0.679245283018868,0.838095238095238
"3600_3",0.848780487804878,0.901554404145078,0.874371859296482,0.811881188118812,0.725663716814159,0.766355140186916,0.836601307189543,0.823529411764706,0.96551724137931,0.888888888888889,0.875,0.538461538461538,0.666666666666667,0.833333333333333
"3700_3",0.848780487804878,0.901554404145078,0.874371859296482,0.811881188118812,0.725663716814159,0.766355140186916,0.836601307189543,0.828402366863905,0.96551724137931,0.89171974522293,0.878048780487805,0.553846153846154,0.679245283018868,0.838095238095238
"3800_3",0.848780487804878,0.901554404145078,0.874371859296482,0.811881188118812,0.725663716814159,0.766355140186916,0.836601307189543,0.833333333333333,0.96551724137931,0.894568690095847,0.880952380952381,0.569230769230769,0.691588785046729,0.842857142857143
"3900_3",0.851485148514851,0.89119170984456,0.870886075949367,0.798076923076923,0.734513274336283,0.764976958525346,0.833333333333333,0.823529411764706,0.96551724137931,0.888888888888889,0.875,0.538461538461538,0.666666666666667,0.833333333333333
"4000_3",0.848039215686274,0.896373056994819,0.871536523929471,0.803921568627451,0.725663716814159,0.762790697674419,0.833333333333333,0.833333333333333,0.96551724137931,0.894568690095847,0.880952380952381,0.569230769230769,0.691588785046729,0.842857142857143
"100_4",0.874371859296482,0.901554404145078,0.887755102040816,0.822429906542056,0.778761061946903,0.8,0.856209150326797,0.857142857142857,0.951724137931034,0.901960784313726,0.857142857142857,0.646153846153846,0.736842105263158,0.857142857142857
"200_4",0.870646766169154,0.906735751295337,0.888324873096447,0.828571428571429,0.769911504424779,0.798165137614679,0.856209150326797,0.853658536585366,0.96551724137931,0.906148867313916,0.891304347826087,0.630769230769231,0.738738738738739,0.861904761904762
"300_4",0.869346733668342,0.896373056994819,0.88265306122449,0.813084112149533,0.769911504424779,0.790909090909091,0.849673202614379,0.858895705521472,0.96551724137931,0.909090909090909,0.893617021276596,0.646153846153846,0.75,0.866666666666667
"400_4",0.860696517412935,0.896373056994819,0.878172588832487,0.80952380952381,0.752212389380531,0.779816513761468,0.843137254901961,0.853658536585366,0.96551724137931,0.906148867313916,0.891304347826087,0.630769230769231,0.738738738738739,0.861904761904762
"500_4",0.857142857142857,0.901554404145078,0.878787878787879,0.815533980582524,0.743362831858407,0.777777777777778,0.843137254901961,0.849397590361446,0.972413793103448,0.906752411575563,0.909090909090909,0.615384615384615,0.73394495412844,0.861904761904762
"600_4",0.856435643564356,0.896373056994819,0.875949367088608,0.807692307692308,0.743362831858407,0.774193548387097,0.839869281045752,0.848484848484849,0.96551724137931,0.903225806451613,0.888888888888889,0.615384615384615,0.727272727272727,0.857142857142857
"700_4",0.855721393034826,0.89119170984456,0.873096446700508,0.8,0.743362831858407,0.770642201834862,0.836601307189543,0.848484848484849,0.96551724137931,0.903225806451613,0.888888888888889,0.615384615384615,0.727272727272727,0.857142857142857
"800_4",0.861386138613861,0.901554404145078,0.881012658227848,0.817307692307692,0.752212389380531,0.783410138248848,0.84640522875817,0.848484848484849,0.96551724137931,0.903225806451613,0.888888888888889,0.615384615384615,0.727272727272727,0.857142857142857
"900_4",0.86,0.89119170984456,0.875318066157761,0.80188679245283,0.752212389380531,0.776255707762557,0.839869281045752,0.848484848484849,0.96551724137931,0.903225806451613,0.888888888888889,0.615384615384615,0.727272727272727,0.857142857142857
"1000_4",0.851485148514851,0.89119170984456,0.870886075949367,0.798076923076923,0.734513274336283,0.764976958525346,0.833333333333333,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"1100_4",0.848039215686274,0.896373056994819,0.871536523929471,0.803921568627451,0.725663716814159,0.762790697674419,0.833333333333333,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"1200_4",0.851485148514851,0.89119170984456,0.870886075949367,0.798076923076923,0.734513274336283,0.764976958525346,0.833333333333333,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"1300_4",0.851485148514851,0.89119170984456,0.870886075949367,0.798076923076923,0.734513274336283,0.764976958525346,0.833333333333333,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"1400_4",0.855721393034826,0.89119170984456,0.873096446700508,0.8,0.743362831858407,0.770642201834862,0.836601307189543,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"1500_4",0.857142857142857,0.901554404145078,0.878787878787879,0.815533980582524,0.743362831858407,0.777777777777778,0.843137254901961,0.829411764705882,0.972413793103448,0.895238095238095,0.9,0.553846153846154,0.685714285714286,0.842857142857143
"1600_4",0.851485148514851,0.89119170984456,0.870886075949367,0.798076923076923,0.734513274336283,0.764976958525346,0.833333333333333,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"1700_4",0.847290640394089,0.89119170984456,0.868686868686869,0.796116504854369,0.725663716814159,0.759259259259259,0.830065359477124,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"1800_4",0.855,0.886010362694301,0.870229007633588,0.792452830188679,0.743362831858407,0.767123287671233,0.833333333333333,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"1900_4",0.855721393034826,0.89119170984456,0.873096446700508,0.8,0.743362831858407,0.770642201834862,0.836601307189543,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"2000_4",0.856435643564356,0.896373056994819,0.875949367088608,0.807692307692308,0.743362831858407,0.774193548387097,0.839869281045752,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"2100_4",0.852216748768473,0.896373056994819,0.873737373737374,0.805825242718447,0.734513274336283,0.768518518518518,0.836601307189543,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
"2200_4",0.851485148514851,0.89119170984456,0.870886075949367,0.798076923076923,0.734513274336283,0.764976958525346,0.833333333333333,0.838323353293413,0.96551724137931,0.897435897435897,0.883720930232558,0.584615384615385,0.703703703703704,0.847619047619048
