"","precision0_dev","recall0_dev","f1_score0_dev","precision1_dev","recall1_dev","f1_score1_dev","accuracy_dev","precision0_testing","recall0_testing","f1_score0_testing","precision1_testing","recall1_testing","f1_score1_testing","accuracy_testing"
"100",0.781659388646288,0.927461139896373,0.848341232227488,0.818181818181818,0.557522123893805,0.663157894736842,0.790849673202614,0.759358288770054,0.979310344827586,0.855421686746988,0.869565217391304,0.307692307692308,0.454545454545454,0.771428571428571
"200",0.775862068965517,0.932642487046632,0.847058823529412,0.824324324324324,0.539823008849557,0.652406417112299,0.787581699346405,0.794444444444444,0.986206896551724,0.88,0.933333333333333,0.430769230769231,0.589473684210526,0.814285714285714
"300",0.801801801801802,0.922279792746114,0.857831325301205,0.821428571428571,0.610619469026549,0.700507614213198,0.80718954248366,0.805555555555556,1,0.892307692307692,1,0.461538461538462,0.631578947368421,0.833333333333333
"400",0.808695652173913,0.963730569948187,0.879432624113475,0.907894736842105,0.610619469026549,0.73015873015873,0.833333333333333,0.785310734463277,0.958620689655172,0.863354037267081,0.818181818181818,0.415384615384615,0.551020408163265,0.79047619047619
"500",0.834862385321101,0.94300518134715,0.885644768856448,0.875,0.68141592920354,0.766169154228856,0.84640522875817,0.787709497206704,0.972413793103448,0.87037037037037,0.870967741935484,0.415384615384615,0.5625,0.8
"600",0.813333333333333,0.948186528497409,0.875598086124402,0.876543209876543,0.628318584070796,0.731958762886598,0.830065359477124,0.81437125748503,0.937931034482759,0.871794871794872,0.790697674418605,0.523076923076923,0.62962962962963,0.80952380952381
"700",0.831050228310502,0.94300518134715,0.883495145631068,0.873563218390805,0.672566371681416,0.76,0.843137254901961,0.795580110497238,0.993103448275862,0.883435582822086,0.96551724137931,0.430769230769231,0.595744680851064,0.819047619047619
"800",0.82648401826484,0.937823834196891,0.878640776699029,0.862068965517241,0.663716814159292,0.75,0.836601307189543,0.833333333333333,0.96551724137931,0.894568690095847,0.880952380952381,0.569230769230769,0.691588785046729,0.842857142857143
"900",0.81651376146789,0.922279792746114,0.8661800486618,0.829545454545455,0.646017699115044,0.72636815920398,0.820261437908497,0.805882352941176,0.944827586206897,0.86984126984127,0.8,0.492307692307692,0.60952380952381,0.804761904761905
"1000",0.81981981981982,0.94300518134715,0.87710843373494,0.869047619047619,0.646017699115044,0.741116751269036,0.833333333333333,0.83625730994152,0.986206896551724,0.905063291139241,0.948717948717949,0.569230769230769,0.711538461538462,0.857142857142857
"1100",0.829493087557604,0.932642487046632,0.878048780487805,0.853932584269663,0.672566371681416,0.752475247524752,0.836601307189543,0.831395348837209,0.986206896551724,0.902208201892745,0.947368421052632,0.553846153846154,0.699029126213592,0.852380952380952
"1200",0.815668202764977,0.917098445595855,0.863414634146341,0.820224719101124,0.646017699115044,0.722772277227723,0.816993464052288,0.835294117647059,0.979310344827586,0.901587301587302,0.925,0.569230769230769,0.704761904761905,0.852380952380952
"1300",0.830275229357798,0.937823834196891,0.880778588807786,0.863636363636364,0.672566371681416,0.756218905472637,0.839869281045752,0.865030674846626,0.972413793103448,0.915584415584416,0.914893617021277,0.661538461538462,0.767857142857143,0.876190476190476
"1400",0.868932038834951,0.927461139896373,0.897243107769423,0.86,0.761061946902655,0.807511737089202,0.866013071895425,0.862275449101796,0.993103448275862,0.923076923076923,0.976744186046512,0.646153846153846,0.777777777777778,0.885714285714286
"1500",0.853080568720379,0.932642487046632,0.891089108910891,0.863157894736842,0.725663716814159,0.788461538461538,0.856209150326797,0.851190476190476,0.986206896551724,0.913738019169329,0.952380952380952,0.615384615384615,0.747663551401869,0.871428571428571
"1600",0.868292682926829,0.922279792746114,0.894472361809045,0.851485148514851,0.761061946902655,0.803738317757009,0.862745098039216,0.833333333333333,0.96551724137931,0.894568690095847,0.880952380952381,0.569230769230769,0.691588785046729,0.842857142857143
"1700",0.850961538461538,0.917098445595855,0.882793017456359,0.836734693877551,0.725663716814159,0.777251184834123,0.84640522875817,0.839285714285714,0.972413793103448,0.900958466453674,0.904761904761905,0.584615384615385,0.710280373831776,0.852380952380952
"1800",0.837962962962963,0.937823834196891,0.885085574572127,0.866666666666667,0.690265486725664,0.768472906403941,0.84640522875817,0.842424242424242,0.958620689655172,0.896774193548387,0.866666666666667,0.6,0.709090909090909,0.847619047619048
"1900",0.859903381642512,0.922279792746114,0.89,0.848484848484849,0.743362831858407,0.792452830188679,0.856209150326797,0.851851851851852,0.951724137931034,0.899022801302932,0.854166666666667,0.630769230769231,0.725663716814159,0.852380952380952
"2000",0.825471698113208,0.906735751295337,0.864197530864197,0.808510638297872,0.672566371681416,0.734299516908213,0.820261437908497,0.833333333333333,0.96551724137931,0.894568690095847,0.880952380952381,0.569230769230769,0.691588785046729,0.842857142857143
"2100",0.835748792270531,0.896373056994819,0.865,0.797979797979798,0.699115044247788,0.745283018867925,0.823529411764706,0.840764331210191,0.910344827586207,0.874172185430464,0.754716981132076,0.615384615384615,0.677966101694915,0.819047619047619
"2200",0.832512315270936,0.875647668393782,0.853535353535354,0.766990291262136,0.699115044247788,0.731481481481481,0.810457516339869,0.8,0.882758620689655,0.839344262295082,0.66,0.507692307692308,0.573913043478261,0.766666666666667
"2300",0.789719626168224,0.875647668393782,0.830466830466831,0.739130434782609,0.601769911504425,0.663414634146341,0.774509803921569,0.780487804878049,0.882758620689655,0.828478964401294,0.630434782608696,0.446153846153846,0.522522522522523,0.747619047619048
"2400",0.721030042918455,0.870466321243523,0.788732394366197,0.657534246575342,0.424778761061947,0.516129032258065,0.705882352941177,0.764044943820225,0.937931034482759,0.842105263157895,0.71875,0.353846153846154,0.474226804123711,0.757142857142857
"2500",0.6875,0.854922279792746,0.762124711316397,0.575757575757576,0.336283185840708,0.424581005586592,0.663398692810457,0.718918918918919,0.917241379310345,0.806060606060606,0.52,0.2,0.288888888888889,0.695238095238095
"2600",0.710743801652893,0.89119170984456,0.790804597701149,0.671875,0.380530973451327,0.485875706214689,0.702614379084967,0.733333333333333,0.910344827586207,0.812307692307692,0.566666666666667,0.261538461538462,0.357894736842105,0.70952380952381
"2700",0.731914893617021,0.89119170984456,0.803738317757009,0.704225352112676,0.442477876106195,0.543478260869565,0.725490196078431,0.740112994350282,0.903448275862069,0.813664596273292,0.575757575757576,0.292307692307692,0.387755102040816,0.714285714285714
"2800",0.768888888888889,0.896373056994819,0.827751196172249,0.753086419753086,0.539823008849557,0.628865979381443,0.764705882352941,0.782857142857143,0.944827586206897,0.85625,0.771428571428571,0.415384615384615,0.54,0.780952380952381
"2900",0.687747035573123,0.901554404145078,0.780269058295964,0.641509433962264,0.300884955752212,0.409638554216868,0.679738562091503,0.734042553191489,0.951724137931034,0.828828828828829,0.681818181818182,0.230769230769231,0.344827586206897,0.728571428571429
"3000",0.652014652014652,0.922279792746114,0.763948497854077,0.545454545454545,0.15929203539823,0.246575342465753,0.640522875816993,0.696517412935323,0.96551724137931,0.809248554913295,0.444444444444444,0.0615384615384615,0.108108108108108,0.685714285714286
"3100",0.669230769230769,0.901554404145078,0.768211920529801,0.58695652173913,0.238938053097345,0.339622641509434,0.656862745098039,0.74331550802139,0.958620689655172,0.837349397590361,0.739130434782609,0.261538461538462,0.386363636363636,0.742857142857143
"3200",0.688715953307393,0.917098445595855,0.786666666666667,0.673469387755102,0.292035398230089,0.407407407407407,0.686274509803922,0.748663101604278,0.96551724137931,0.843373493975904,0.782608695652174,0.276923076923077,0.409090909090909,0.752380952380952
"3300",0.67175572519084,0.911917098445596,0.773626373626374,0.613636363636364,0.238938053097345,0.343949044585987,0.663398692810457,0.701030927835051,0.937931034482759,0.8023598820059,0.4375,0.107692307692308,0.172839506172839,0.680952380952381
"3400",0.686991869918699,0.875647668393782,0.769931662870159,0.6,0.31858407079646,0.416184971098266,0.669934640522876,0.752873563218391,0.903448275862069,0.821316614420063,0.611111111111111,0.338461538461538,0.435643564356436,0.728571428571429
"3500",0.644688644688645,0.911917098445596,0.755364806866953,0.484848484848485,0.141592920353982,0.219178082191781,0.627450980392157,0.696969696969697,0.951724137931034,0.80466472303207,0.416666666666667,0.0769230769230769,0.12987012987013,0.680952380952381
"3600",0.72,0.839378238341969,0.77511961722488,0.617283950617284,0.442477876106195,0.515463917525773,0.69281045751634,0.8,0.937931034482759,0.863492063492064,0.775,0.476923076923077,0.59047619047619,0.795238095238095
"3700",0.664150943396226,0.911917098445596,0.768558951965066,0.585365853658537,0.212389380530973,0.311688311688312,0.65359477124183,0.707920792079208,0.986206896551724,0.824207492795389,0.75,0.0923076923076923,0.164383561643836,0.70952380952381
"3800",0.63986013986014,0.948186528497409,0.764091858037578,0.5,0.0884955752212389,0.150375939849624,0.630718954248366,0.697916666666667,0.924137931034483,0.795252225519288,0.388888888888889,0.107692307692308,0.168674698795181,0.671428571428571
"3900",0.722943722943723,0.865284974093264,0.787735849056604,0.653333333333333,0.433628318584071,0.521276595744681,0.705882352941177,0.744186046511628,0.882758620689655,0.807570977917981,0.552631578947368,0.323076923076923,0.407766990291262,0.70952380952381
"4000",0.631756756756757,0.968911917098446,0.764826175869121,0.4,0.0353982300884956,0.0650406504065041,0.624183006535948,0.688995215311005,0.993103448275862,0.813559322033898,0,0,0,0.685714285714286
